"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address","MAC Address",Location,"Switch Port and VLAN","Port Type","Service Speed","Service Type","Peering LAN","Membership Type","Route Servers"
"Sensical Services Ltd",http://www.sensical.net,59933,"No data",195.66.238.192,2001:7f8:4:1::ea1d:1,748e.f8a9.3a81,"Telehouse North (THN)","edge4-thn-lon2 xe20",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sensical Services Ltd",http://www.sensical.net,59933,"No data",195.66.226.192,2001:7f8:4::ea1d:1,748e.f8a7.59f3,"Telehouse North (THN)","edge3-thn xe-5/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Serbia Broadband",http://www.sbb.rs,31042,"No data",195.66.225.141,2001:7f8:4::7942:1,a80c.0d48.8b6d,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Serbia Broadband",http://www.sbb.rs,31042,"No data",195.66.225.141,2001:7f8:4::7942:1,a80c.0d48.8b6d,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Servcorp UK Ltd",http://www.servcorp.co.uk,17978,"No data",195.66.227.198,2001:7f8:4::463a:1,0062.ecde.4ad1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/3",1G,1G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
Serverel,http://serverel.com/,50245,"No data",195.66.224.3,2001:7f8:4::c445:1,0022.83d8.b33b,"Telehouse North (THN)","core4-thn et-2/2/0 VLAN: 1872",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"ServerHouse Ltd",http://www.serverhouse.co.uk,21472,"No data",195.66.238.56,2001:7f8:4:1::53e0:1,0021.a00c.3d62,"Telehouse North (THN)","edge4-thn-lon2 xe46",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"ServerHouse Ltd",http://www.serverhouse.co.uk,21472,"No data",195.66.226.56,2001:7f8:4::53e0:1,e00e.dac0.9b00,"Telehouse North (THN)","edge3-thn xe-2/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Servers.com B.V.",http://,7979,"No data",195.66.224.243,2001:7f8:4::1f2b:1,d8b1.2265.c236,"Equinix LD6 (EQ4)","edge5-eq4 xe-7/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
ServiceNow,http://www.servicenow.com,16839,"No data",195.66.225.180,2001:7f8:4::41c7:3,f8f2.1e03.e884,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
ServiceNow,http://www.servicenow.com,16839,"No data",195.66.226.120,2001:7f8:4::41c7:1,54e0.327d.c33c,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/3/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
ServiceNow,http://www.servicenow.com,16839,"No data",195.66.225.200,2001:7f8:4::41c7:4,f8f2.1e03.e324,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
ServiceNow,http://www.servicenow.com,16839,"No data",195.66.227.167,2001:7f8:4::41c7:2,54e0.32b9.433f,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/2/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
SFR,https://www.sfr.fr/,15557,"No data",195.66.236.214,2001:7f8:4:1::3cc5:1,d46d.507c.246a,"Telehouse North (THN)","edge2-thn-lon2 xe11",10G,10G,Regular,lon2,full,
SFR,https://www.sfr.fr/,15557,"No data",195.66.224.214,2001:7f8:4::3cc5:1,d46d.5079.732a,"Telehouse West (THW)","edge1-thw xe-3/1/3",10G,10G,Regular,lon1,full,
SFR,https://www.sfr.fr/,15557,"No data",195.66.224.214,2001:7f8:4::3cc5:1,d46d.5079.732a,"Telehouse West (THW)","edge1-thw xe-4/3/3",10G,10G,Regular,lon1,full,
SG.GS,http://www.sg.gs/,24482,"No data",195.66.246.16,2001:7f8:4:3::5fa2:1,c003.806e.500e,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 4 VLAN: 1907",ConneXions,100M,ConneXions,sco1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1, rs4.lon2"
SG.GS,http://www.sg.gs/,24482,"No data",195.66.244.69,2001:7f8:4:2::5fa2:1,c003.806e.500e,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe12 VLAN: 1906",ConneXions,1G,ConneXions,man1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1, rs4.lon2"
SG.GS,http://www.sg.gs/,24482,"No data",195.66.226.38,2001:7f8:4::5fa2:1,c003.806e.500c,"Telehouse North (THN)","edge2-thn xe-3/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1, rs4.lon2"
SG.GS,http://www.sg.gs/,24482,"No data",206.55.197.10,2001:504:31::5fa2:1,182a.d376.f50b,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/2/3 VLAN: 2700",ConneXions,1G,ConneXions,nva1,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1, rs4.lon2"
SG.GS,http://www.sg.gs/,24482,"No data",195.66.238.38,2001:7f8:4:1::5fa2:1,c003.806e.500c,"Telehouse North (THN)","edge4-thn-lon2 xe5",1G,1G,Regular,lon2,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs2.sco1, rs3.lon1, rs4.lon2"
"SharpStream Ltd",http://www.sharp-stream.com,58188,"No data",195.66.224.42,2001:7f8:4::1502:3,00cc.34e9.201f,"Telehouse North (THN)","edge1-thn xe-4/1/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"SIA HomeTV Pro",http://www.telepark.tv/,9029,"No data",195.66.226.244,2001:7f8:4::2345:1,a80c.0d2b.b2b8,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 853",ConneXions,.5G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Sify Technologies Ltd",http://www.sifycorp.com,9583,"No data",195.66.226.6,,0896.ad0a.104b,"Telehouse North (THN)","edge1-thn xe-5/0/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sify Technologies Ltd",http://www.sifycorp.com,9583,"No data",195.66.226.6,,0896.ad0a.104b,"Telehouse North (THN)","edge1-thn xe-2/0/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.236.223,2001:7f8:4:1::736e:1,f8c0.0121.dcc3,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe20",10G,10G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.236.223,2001:7f8:4:1::736e:1,f8c0.0121.dcc3,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe21",10G,10G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.224.223,2001:7f8:4::736e:1,3c94.d509.8fc2,"Telehouse East (THE)","edge4-the xe-2/1/0",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.226.193,2001:7f8:4::736e:2,f8c0.0121.dcc4,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/1/6",10G,10G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.224.223,2001:7f8:4::736e:1,3c94.d509.8fc2,"Telehouse East (THE)","edge4-the xe-2/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.224.223,2001:7f8:4::736e:1,3c94.d509.8fc2,"Telehouse East (THE)","edge4-the xe-2/1/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Simply Transit",http://www.simplytransit.net/,29550,"No data",195.66.224.223,2001:7f8:4::736e:1,3c94.d509.8fc2,"Telehouse East (THE)","edge4-the xe-3/0/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Simwood eSMS Limited",http://www.simwood.com,42353,"No data",195.66.254.141,2001:7f8:4:4::a571:2,948e.d343.bd00,Newport(NGD),"edge1-ngd.car1 0/19",10G,10G,Regular,car1,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Simwood eSMS Limited",http://www.simwood.com,42353,"No data",195.66.224.236,2001:7f8:4::a571:1,001c.738e.6339,"Telehouse North (THN)","edge2-thn xe-9/2/2",10G,10G,Regular,lon1,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Simwood eSMS Limited",http://www.simwood.com,42353,"No data",195.66.236.39,2001:7f8:4:1::a571:2,001c.738e.5c55,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe14",10G,10G,Regular,lon2,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Simwood eSMS Limited",http://www.simwood.com,42353,"No data",195.66.244.9,2001:7f8:4:2::a571:1,948e.d343.c220,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe36",10G,10G,Regular,man1,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Simwood eSMS Limited",http://www.simwood.com,42353,"No data",195.66.254.147,2001:7f8:4:4::a571:1,948e.d343.8e8e,Newport(NGD),"edge1-ngd.car1 0/22",10G,10G,Regular,car1,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"SingTel (Europe) Ltd",http://business.singtel.com/,7473,"No data",195.66.225.10,2001:7f8:4::1d31:1,44aa.509d.7fb6,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/3/0",10G,10G,Regular,lon1,full,
"SingTel (Europe) Ltd",http://business.singtel.com/,7473,"No data",195.66.237.10,2001:7f8:4:1::1d31:1,44aa.509d.8628,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe2",10G,10G,Regular,lon2,full,
"SIP Communications PLC",http://www.sipcom.com,47631,"No data",195.66.236.38,2001:7f8:4:1::ba0f:1,5c5e.ab0e.6d70,"Telehouse North (THN)","edge3-thn-lon2 xe11",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SIP Communications PLC",http://www.sipcom.com,47631,"No data",195.66.224.38,2001:7f8:4::ba0f:1,5c5e.ab0d.f970,"Telehouse North (THN)","edge1-thn ge-7/3/4",1G,1G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sipartech,http://www.sipartech.com,8309,"No data",195.66.238.125,2001:7f8:4:1::2075:1,7c31.0e03.042c,"Telehouse North (THN)","edge5-thn-lon2 ce7/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sipartech,http://www.sipartech.com,8309,"No data",195.66.226.125,2001:7f8:4::2075:1,7c31.0e03.0428,"Telehouse North (THN)","core3-thn et-3/0/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sirius Technology SRL",https://www.siriustec.it/,60501,"No data",195.66.226.84,2001:7f8:4::ec55:1,ac78.d1e2.3098,"Telehouse North (THN)","core3-thn et-3/2/1 VLAN: 3026",ConneXions,.5G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Six Degrees Technology Group",http://www.6dg.co.uk,6908,"No data",195.66.225.32,2001:7f8:4::1afc:1,b0a8.6e37.457b,"Telehouse North (THN)","edge1-thn xe-2/3/2",10G,10G,Regular,lon1,full,
"Six Degrees Technology Group",http://www.6dg.co.uk,6908,"No data",195.66.244.13,2001:7f8:4:2::1afc:1,a8d0.e559.4890,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe26",10G,10G,Regular,man1,full,
"SK Broadband Co., Ltd.",http://www.hanaro.com/eng/,9318,"No data",195.66.224.176,,0011.5dfa.5468,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/0/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SK Broadband Co., Ltd.",http://www.hanaro.com/eng/,9318,"No data",195.66.236.176,2001:7f8:4:1::2466:1,0030.19a2.2580,"Digital Realty Sovereign House (RBS)","edge3-rbs-lon2 xe44",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SKY Cable Corporation",http://www.mysky.com.ph,23944,"No data",195.66.227.212,2001:7f8:4::5d88:1,1039.e9b9.e5ed,"Telehouse North (THN)","core3-thn ae211 VLAN: 7",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.237.234,2001:7f8:4:1::15e7:1,b402.1664.1c8b,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce11/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.225.234,2001:7f8:4::15e7:1,00bc.6074.7c8a,"Telehouse West (THW)","core3-thw et-2/4/3",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.225.234,2001:7f8:4::15e7:1,00bc.6074.7c8a,"Telehouse West (THW)","core3-thw et-2/5/0",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.225.234,2001:7f8:4::15e7:1,00bc.6074.7c8a,"Telehouse West (THW)","core3-thw et-2/4/1",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.225.234,2001:7f8:4::15e7:1,00bc.6074.7c8a,"Telehouse West (THW)","core3-thw et-2/4/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.237.234,2001:7f8:4:1::15e7:1,b402.1664.1c8b,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce18/1",100G,100G,Regular,lon2,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,"No data",195.66.225.234,2001:7f8:4::15e7:1,00bc.6074.7c8a,"Telehouse West (THW)","core3-thw et-2/0/2",100G,100G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"SkyVision Global Networks Ltd",http://skyvision.net,8513,"No data",195.66.225.119,,84b5.9cbb.9bb1,"Telehouse North (THN)","edge4-thn ge-8/1/7",1G,1G,Regular,lon1,full,
"Slashme BV",http://www.as25595.net/,25595,"No data",195.66.226.93,2001:7f8:4::63fb:1,a673.e563.c73d,"Telehouse North (THN)","core4-thn et-2/2/0 VLAN: 2184",ConneXions,100M,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Smile Communications (pty) Ltd",http://www.smilecoms.com/,37122,"No data",195.66.236.106,2001:7f8:4:1::9102:1,5087.896d.677e,"Telehouse West (THW)","edge2-thw-lon2 xe35",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Smile Communications (pty) Ltd",http://www.smilecoms.com/,37122,"No data",195.66.224.106,2001:7f8:4::9102:1,5087.8967.6f02,"Telehouse West (THW)","edge1-thw xe-3/3/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Soco Network Solutions GMBH",http://www.soco.net,12759,"No data",195.66.225.75,2001:7f8:4::31d7:1,08b2.58bd.8bb5,"Equinix LD8 Harbour Exchange (TCH)","core4-tch ae211 VLAN: 706",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
Sohonet,http://www.sohonet.co.uk,16164,"No data",195.66.225.92,2001:7f8:4::3f24:1,fcbd.670a.f069,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/2/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"SolNet Internet Solution Provider",http://www.solnet.ch/,9044,"No data",195.66.224.169,2001:7f8:4::2354:1,0024.382d.c701,"Telehouse North (THN)","edge3-thn xe-3/1/2",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SolNet Internet Solution Provider",http://www.solnet.ch/,9044,"No data",195.66.236.169,2001:7f8:4:1::2354:1,0024.382d.c731,"Telehouse North (THN)","edge1-thn-lon2 xe7",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Solway Communications Limited",http://www.solwaycomms.com,199468,"No data",195.66.226.53,2001:7f8:4::3:b2c:1,7483.efff.d903,"Telehouse North2 (TH2)","edge1-th2 xe-1/3/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Solway Communications Limited",http://www.solwaycomms.com,199468,"No data",195.66.244.19,2001:7f8:4:2:0:3:b2c:1,7483.efff.d90e,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe5",10G,10G,Regular,man1,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Sona Business B.V.",http://www.sonabusiness.com,60022,"No data",195.66.225.33,2001:7f8:4::ea76:1,748e.f8a9.adc1,"Telehouse North (THN)","edge3-thn xe-5/2/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs3.lon1"
"Sota Solutions",http://www.sota.co.uk,31742,"No data",195.66.227.142,2001:7f8:4::7bfe:1,e0ac.f116.dd7d,"Telehouse East (THE)","edge4-the xe-3/2/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sota Solutions",http://www.sota.co.uk,31742,"No data",195.66.239.142,2001:7f8:4:1::7bfe:1,e0ac.f116.dd96,"Telehouse East (THE)","edge1-the-lon2 xe46",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
SpainWISP,http://,8637,"No data",195.66.227.33,2001:7f8:4::21bd:1,288a.1cc3.32c0,"Telehouse North (THN)","core3-thn ae211 VLAN: 12",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,"No data",195.66.244.197,2001:7f8:4:2::bca6:1,b48a.5f49.0409,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe20",10G,10G,Regular,man1,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,"No data",195.66.224.121,2001:7f8:4::bca6:1,b48a.5f4f.1c16,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/3/2",10G,10G,Regular,lon1,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,"No data",195.66.239.50,2001:7f8:4:1::bca6:1,b48a.5f4f.1c15,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe22",10G,10G,Regular,lon2,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,"No data",195.66.254.49,2001:7f8:4:4::bca6:2,44aa.506d.4f75,Newport(NGD),"edge1-ngd.car1 0/20",10G,10G,Regular,car1,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,"No data",195.66.254.2,2001:7f8:4:4::bca6:1,100e.7eba.ec6b,"BT Stadium House (BTS)","edge2-bts.car1 13",10G,10G,Regular,car1,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.car1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,"No data",195.66.236.199,2001:7f8:4:1::3ed2:1,6400.f16a.dba0,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe18",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,"No data",195.66.224.199,2001:7f8:4::3ed2:1,8890.0980.b1a8,"Telehouse North (THN)","edge3-thn xe-10/0/4",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,"No data",195.66.224.199,2001:7f8:4::3ed2:1,8890.0980.b1a8,"Telehouse North (THN)","edge3-thn xe-10/0/5",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sprint,http://www.sprint.com,1239,"No data",195.66.225.35,2001:7f8:4::4d7:1,001e.f7db.c913,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/4/3",100G,100G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"Squirrel Internet Ltd",http://,212109,"No data",195.66.227.73,2001:7f8:4::3:3c8d:1,9c69.b461.dcf2,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/0/2 VLAN: 40",ConneXions,2G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Stadtwerke Feldkirch",http://www.stadwerke-feldkirch.at,48362,"No data",195.66.224.184,2001:7f8:4::bcea:1,0035.1a53.a700,"Telehouse North (THN)","core3-thn ae211 VLAN: 23",ConneXions,2G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Starhub Ltd",http://www.starhub.com,4657,"No data",195.66.226.196,2001:7f8:4::1231:1,784f.9baa.a842,"Telehouse North (THN)","core3-thn ae204.0 VLAN: 1657",ConneXions,10G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Starlink Internet Services UK Ltd.",https://www.starlink.com/,14593,"No data",195.66.224.75,2001:7f8:4::3901:1,948e.d3ec.6af5,"Telehouse West (THW)","core3-thw et-3/3/2",100G,100G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"Starlink Internet Services UK Ltd.",https://www.starlink.com/,14593,"No data",195.66.224.70,2001:7f8:4::3901:2,948e.d3ec.6b77,"Telehouse West (THW)","core4-thw et-3/0/0",100G,100G,multiservice_port,lon1,full,"rs1.lon1, rs3.lon1"
"STC Bahrain B.S.C closed",http://www.stc.com.bh,51375,"No data",185.1.126.186,2001:7f8:d1::c8af:1,0090.6900.e38c,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe15",10G,10G,Regular,jed1,jedix_customer,"rs1.jed1, rs2.jed1"
"Stellium Datacenters Ltd",http://,206324,"No data",195.66.224.127,2001:7f8:4::3:25f4:1,40ce.24d2.783f,"Telehouse North (THN)","core4-thn et-2/2/1 VLAN: 1889",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Stichting NBIP-NaWas",http://,200020,"No data",195.66.226.68,2001:7f8:4::3:d54:1,4c96.14f9.c7c7,"Telehouse North (THN)","core3-thn et-2/2/3 VLAN: 562",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Stratagem Solutions",http://,212806,"No data",195.66.227.131,2001:7f8:4::3:3f46:1,b0a8.6ef1.0802,"Telehouse West (THW)","core3-thw et-3/1/1 VLAN: 2242",ConneXions,2G,ConneXions,lon1,full,"rs1.lon1, rs3.lon1"
"Stream Networks Ltd",http://www.stream-networks.co.uk,198736,"No data",195.66.238.159,2001:7f8:4:1:0:3:850:1,1880.90b8.5305,"Telehouse North (THN)","edge4-thn-lon2 xe1",1G,1G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Stream Networks Ltd",http://www.stream-networks.co.uk,198736,"No data",195.66.226.159,2001:7f8:4::3:850:1,7079.b3ba.d910,"Telehouse North (THN)","edge4-thn xe-9/3/3",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Structured Communications",https://www.structuredcommunications.co.uk/,199283,"No data",195.66.227.58,2001:7f8:4::3:a73:1,0019.a98c.de00,"Telehouse North (THN)","edge1-thn xe-3/2/1",10G,10G,Regular,lon1,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Structured Communications",https://www.structuredcommunications.co.uk/,199283,"No data",195.66.239.58,2001:7f8:4:1:0:3:a73:1,0015.62a0.6540,"Telehouse North (THN)","edge1-thn-lon2 xe21",10G,10G,Regular,lon2,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,"No data",195.66.239.41,2001:7f8:4:1:0:3:d93:1,fc0a.81f9.ca15,"Telehouse North (THN)","edge2-thn-lon2 xe23 VLAN: 901",ConneXions,1G,ConneXions,lon2,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,"No data",195.66.227.41,2001:7f8:4::3:d93:1,fc0a.81f9.ca15,"Interxion LON2 (IN2)","edge1-in2 xe-3/1/0 VLAN: 901",ConneXions,1G,ConneXions,lon1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,"No data",195.66.244.68,2001:7f8:4:2:0:3:d93:1,fc0a.81f9.ca15,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe8 VLAN: 901",ConneXions,1G,ConneXions,man1,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Subspace Communication LLC",http://www.subspace.com,32261,"No data",195.66.226.91,2001:7f8:4::7e05:1,043f.72bf.8193,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/3/5",10G,10G,Regular,lon1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs3.lon1"
"Subspace Communication LLC",http://www.subspace.com,32261,"No data",185.1.126.10,2001:7f8:d1::7e05:1,509a.4cdd.25ab,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe1",10G,10G,Regular,jed1,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs3.lon1"
